,content_id,title,content_type_id,area_code,latitude,longitude,addr1,addr2
9520,2534394,월미도 다이아몬드호텔,32,2,37.4753747773,126.5998303328,인천광역시 중구 월미로 229,
9521,2655586,월미도 해월관광호텔,32,2,37.473586065,126.5980444343,인천광역시 중구 월미로260번길 8,
9522,143114,위너스관광호텔,32,2,37.4613140296,126.368687942,인천광역시 중구 왕산로 40,
9523,741093,위딜펜션,32,2,37.6908973748,126.3101092033,인천광역시 강화군 삼산면 삼산남로 902-19,
9525,143152,이츠호텔,32,2,37.4537967745,126.6023557004,인천광역시 중구 연안부두로53번길 15,
9526,2019324,이코노미호텔 인천부평점 [한국관광 품질인증/Korea Quality],32,2,37.5185858771,126.7262842574,인천광역시 부평구 부평대로296번길 88-6,
9528,143105,인천공항비치호텔,32,2,37.4510486109,126.3717962726,인천광역시 중구 용유서로 373-1,
9534,3306960,인천영종도 하늘과바다호텔,32,2,37.4903254941,126.5814843707,인천광역시 중구 은하수로29번길 36 (중산동),
9536,2050339,장보고한옥펜션,32,2,37.7626608462,126.4469446583,인천광역시 강화군 송해면 강화대로833번길 44-30,
9537,2602516,지구하우징,32,2,37.4536683061,126.4036377361,인천광역시 중구 용유로380번길 27,(남북동)
9539,2575850,퀸스비치,32,2,37.2579069336,126.5183104175,인천광역시 옹진군 영흥면 선재로306번길 27-116,
9547,2594951,하워드 존슨 인천 에어포트 [한국관광 품질인증/Korea Quality],32,2,37.4934735467,126.4915008349,인천광역시 중구 신도시남로142번길 6 메가스타 영종,
9554,143151,호텔 카리스 ,32,2,37.5263904662,126.7229426774,인천광역시 계양구 계양대로 28,
9557,1965379,호텔미투,32,2,37.4185933848,126.6507855921,인천광역시 연수구 능허대로191번길 12,
9559,2918644,호텔스카이파크인천송도,32,2,37.3846360046,126.6387487403,인천광역시 연수구 컨벤시아대로 233 호텔스카이파크인천송도,
9560,1832440,호텔아마레,32,2,37.4170102359,126.6508272988,인천광역시 연수구 대암로 3,(옥련동)
9563,1963542,호텔큐브,32,2,37.4200932261,126.6516743584,인천광역시 연수구 능허대로179번길 43,
9564,2373814,홀리데이인 인천 송도,32,2,37.3931182496,126.6328629312,인천광역시 연수구 인천타워대로 251,
9567,1882463,K-모텔,32,2,37.4533301209,126.6000114828,인천광역시 중구 연안부두로55번길 4-3,
9568,660078,W모텔(구 쉘모텔),32,2,37.6265393594,126.5339265984,인천광역시 강화군 길상면 해안남로 13-15,
9570,2768173,가좌시장,38,2,37.4941962868,126.6834110718,인천광역시 서구 장고개로337번길 18-19,(가좌동)
9572,1177090,강화 인삼센터,38,2,37.7421168236,126.4924882782,인천광역시 강화군 강화읍 강화대로 335,
9579,2922969,갤럭시라이프스타일 롯데 인천터미널점,38,2,37.4422082182,126.7023441253,인천광역시 미추홀구 연남로 35,
9581,2779976,거북시장,38,2,37.5032617447,126.6746421748,인천광역시 서구 거북로 115,(석남동)
9600,2931350,나이키 모다몰인천,38,2,37.5099716004,126.6477388876,"인천광역시 서구 북항로32번안길 50(원창동,모다아울렛)",
9603,2900108,나이키_신포본점,38,2,37.4721061733,126.6259530397,인천광역시 중구 내동 97-1,
9625,2925632,데상트,38,2,37.3828032236,126.6579998144,인천광역시 연수구 국제대로123 2층,
9633,2903148,듀코_현대(아)송도_쟈딕,38,2,37.3884331996,126.6621992756,인천광역시 연수구 송도국제대로 123(송도동)2층,
9638,2910430,라코스떼 부평점,38,2,37.4942692198,126.7240406972,인천광역시 부평구 부평문화로 69-1 1층,
9642,2916160,래배끌레,38,2,37.5099716004,126.6477388876,인천광역시 서구 북항로32번안길50,
9643,2915229,래핑차일드 스퀘어원,38,2,37.4060509763,126.6836357236,인천광역시 연수구 청능대로 210,
9646,2901020,레고샵 현대송도,38,2,37.3828032236,126.6579998144,인천광역시 연수구 송도국제대로 123,
9647,3307621,레노마 정장 모다아울렛 부평점,38,2,37.4935914417,126.7195883437,인천광역시 부평구 부평문화로 35 (부평동) 4층,
9649,3306519,레노마레이디 모다아울렛 인천점,38,2,37.5099716004,126.6477388876,인천광역시 서구 북항로32번안길 50 (원창동),
9654,2925604,로라애슐리 현대송도,38,2,37.3824476838,126.6565305139,인천광역시 연수구 송도국제대로 150,지하1층
9663,2905061,롯데마트_청라점,38,2,37.5309107796,126.6447857971,인천광역시 서구 청라커낼로 252,
9671,2914006,롯데하이마트 부평점,38,2,37.4989880927,126.7227156857,인천광역시 부평구 부흥로 277,
9674,2922649,롯데하이마트 송도롯데마트점,38,2,37.3883662082,126.6433371075,인천광역시 연수구 송도동 6-11,
9707,3306637,미니멈 모다아울렛 인천점,38,2,37.5099716004,126.6477388876,인천광역시 서구 북항로32번안길 50 (원창동),
9710,2925198,미소페 현대송도,38,2,37.3828032236,126.6579998144,인천광역시 연수구 송도국제대로 123 (송도동),
9725,3305599,벤제프 모다아울렛 인천점,38,2,37.5099716004,126.6477388876,인천광역시 서구 북항로32번안길 50 (원창동),
9743,2927605,쁘렝땅 현대송도,38,2,37.3828032236,126.6579998144,"인천광역시 연수구 송도국제대로 123, 현대아울렛",
9745,2782720,서해5도수산물복합문화센터,38,2,37.5709927287,126.6730904266,인천광역시 서구 정서진로 651,(시천동)
9752,132267,소래포구 종합어시장,38,2,37.3987749898,126.7372004899,인천광역시 남동구 소래역로 12,
9762,3306317,스파오키즈 모다아울렛 인천점,38,2,37.5099716004,126.6477388876,인천광역시 서구 북항로32번안길 50 (원창동),
9765,2904024,시슬리 현대송도,38,2,37.3828032236,126.6579998144,"인천광역시 연수구 송도국제대로 123, 현대프리미엄아울렛 2층",
9779,2927708,아디다스 현대아울렛 송도점,38,2,37.3828032236,126.6579998144,인천광역시 연수구 송도국제대로 123 1층,
9801,3306393,에스핏 모다아울렛 인천점,38,2,37.5099716004,126.6477388876,인천광역시 서구 북항로32번안길 50 (원창동),
9807,2927961,엘지베스트샵 인천본점,38,2,37.4502654032,126.6903283303,인천광역시 미추홀구 인주대로 482,
9831,2912829,올리브영 연수구청,38,2,37.4141193622,126.6767472384,"인천광역시 연수구 먼우금로 190 연수프라자 101호,102호",
9836,2922494,올리브영 인천구월중앙,38,2,37.4451828474,126.7008997299,인천광역시 남동구 예술로 126,
9857,2766337,용남시장,38,2,37.4518342277,126.6655249927,인천광역시 미추홀구 용현동 12,
9859,2909412,원더플레이스 현대송도,38,2,37.3828032236,126.6579998144,인천광역시 연수구 송도국제대로 123,
9886,132736,인천 현대시장,38,2,37.4765421066,126.6450956138,인천광역시 동구 송림로109번길 21,
9892,2915492,자라 스퀘어원점,38,2,37.4060509763,126.6836357236,인천광역시 연수구 청능대로 210,
9902,2903213,제옥스 현대아울렛 송도점,38,2,37.3828032236,126.6579998144,인천광역시 연수구 송도국제대로 123,
9903,2927633,제이에스티나 현대아울렛 송도점,38,2,37.3828032236,126.6579998144,인천광역시 연수구 송도국제대로 123,
9921,3306787,캐리스노트 모다아울렛 인천점,38,2,37.5099716004,126.6477388876,인천광역시 서구 북항로32번안길 50 (원창동),
9924,2928827,컬럼비아 현대송도,38,2,37.3828032236,126.6579998144,인천광역시 연수구 송도국제대로 123(송도동) 현대프리미엄 아울렛,
9939,2910518,크리스 파리게이츠 현대송도,38,2,37.3828032236,126.6579998144,"인천광역시 연수구 송도국제대로 123, 현대프리미엄아울렛 2층",
9976,3305329,프로젝트엠 모다아울렛 인천점,38,2,37.5099716004,126.6477388876,인천광역시 서구 북항로32번안길 50 (원창동),
9994,2918420,한섬 발리 현대송도,38,2,37.3828032236,126.6579998144,"인천광역시 연수구 송도국제대로 123(송도동, 현대프리미엄아울렛 송도점)",
10007,3307574,헹텐 모다 아울렛 부평점,38,2,37.4935914417,126.7195883437,인천광역시 부평구 부평문화로 35 (부평동) 5층,
10008,2930654,현대프리미엄아울렛 송도,38,2,37.3828032236,126.6579998144,인천광역시 연수구 송도국제대로 123 (송도동),
10011,2917817,홈플러스 송도,38,2,37.3802784883,126.6563861425,인천광역시 연수구 송도국제대로 165,
10023,2901612,휠라 현대송도,38,2,37.3828032236,126.6579998144,인천광역시 연수구 송도국제대로 123,B1
10051,2912530,MLB팩토리 청라,38,2,37.5099410296,126.6466889846,인천광역시 서구 북항로32번안길 45(원창동),
10057,2925625,SI 보브 현대송도,38,2,37.3828032236,126.6579998144,"인천광역시 연수구 송도국제대로 123, 2층",
10058,2906253,SI 아르마니 현대송도,38,2,37.3828032236,126.6579998144,"인천광역시 연수구 송도국제대로 123, 1층",
10062,3306046,STCO 모다아울렛 인천점,38,2,37.5099716004,126.6477388876,인천광역시 서구 북항로32번안길 50 (원창동),
10078,2754451,강만장,39,2,37.7817918077,126.280759378,인천광역시 강화군 교동면 대룡안길54번길 24,
10099,2860230,계산동수제돈까스,39,2,37.5373281891,126.728900162,인천광역시 계양구 계산로 149 영동프라자,
10122,2872720,그린홀리데이키친,39,2,37.6095876015,126.4796570354,인천광역시 강화군 해안남로 816,
10123,606705,금강산추어탕,39,2,37.5454068397,126.6744326853,인천광역시 서구 탁옥로51번길 13-8,
10131,2851829,기노스코,39,2,37.3952568629,126.6312991256,인천광역시 연수구 아트센터대로 203 송도 센트럴파크 푸르지오시티,
10140,2872782,나라니,39,2,37.6155850805,126.5339768989,인천광역시 강화군 해안남로 156-14,
10144,2873571,남도추어탕,39,2,37.4895795919,126.4935896407,인천광역시 중구 흰바위로92번길 6-16,1층
10149,2905955,네몽,39,2,37.3848558281,126.6616966433,인천광역시 연수구 송도과학로27번길 15 송도아메리칸타운아이파크,상가 104동 243호
10158,2853533,뉴욕베이글 송도,39,2,37.393193487,126.6468311005,인천광역시 연수구 컨벤시아대로 116 푸르지오월드마크,송도푸르지오월드마크7단지 1층 117호
10169,2843519,대게가,39,2,37.5995926424,126.6992844559,인천광역시 서구 고산후로 176,1층
10177,2791209,대풍식당,39,2,37.7817918077,126.280759378,인천광역시 강화군 교동면 대룡안길54번길 24,
10186,602370,동원물텀벙,39,2,37.4559056942,126.6495291163,인천광역시 미추홀구 독배로 403,(용현동)
10203,2876457,레드크랩,39,2,37.5530889063,126.6533232874,인천광역시 서구 경명대로 407,
10204,2838539,레이중화요리,39,2,37.529530341,126.6423388363,인천광역시 서구 청라루비로42번길 5-21,
10223,2841908,만미가셀프장어구이,39,2,37.4787370505,126.6877861029,인천광역시 서구 백범로622번길 20,
10226,2900941,만수숯불갈비,39,2,37.4641896422,126.7387290849,인천광역시 남동구 수현로 125,
10267,2779339,미도방만두,39,2,37.5493397565,126.6767490307,인천광역시 서구 서곶로 355,(연희동)
10279,2833855,바다쏭,39,2,37.4294807516,126.6361727337,인천광역시 연수구 능허대로 16,
10289,2767451,백령면옥제물포점,39,2,37.4679822616,126.6604583394,인천광역시 미추홀구 석정로 226,(도화동)
10324,2781454,비스트로페르레이,39,2,37.5339325121,126.6369419842,인천광역시 서구 크리스탈로 100,(청라동)3층
10325,2878004,빨간돼지 청라점,39,2,37.5365295514,126.6437051827,인천광역시 서구 청라커낼로319번길 3-13,
10332,2901001,산천쭈꾸미 본점 도림동,39,2,37.415342308,126.7257177422,인천광역시 남동구 비류대로764번길 190,
10343,2875347,서문김밥,39,2,37.7477937893,126.4839833438,인천광역시 강화군 강화대로430번길 2-1,
10357,2848948,선재리커피집,39,2,37.2340211589,126.5379815019,인천광역시 옹진군 선재로34번길 79,
10367,2849075,소성정,39,2,37.3946515433,126.6407121737,인천광역시 연수구 송도동,인천 연수구 센트럴로 194 A동 1층 135호
10378,2906376,송도명품 삼계탕,39,2,37.3701572769,126.6470594944,인천광역시 연수구 송도미래로 9 비알씨(주) 연구소,3동 313호
10387,404049,송원식당,39,2,37.4451189246,126.6985555008,인천광역시 남동구 문화서로4번길 61-14,
10402,2838724,스시카츠,39,2,37.5292553887,126.6431943209,인천광역시 서구 청라커낼로233번길 15,
10422,2877275,신진말,39,2,37.4876553073,126.6792616327,인천광역시 서구 원적로7번길 1,
10428,2848944,쌍곰다방,39,2,37.2333878909,126.5375593352,인천광역시 옹진군 선재로34번길 64 선재수산물직판장,2층
10429,2811793,쌍둥이네 해물식당,39,2,37.4155605084,126.6567517988,인천광역시 연수구 솔밭로70번길 7,
10430,2851845,아띠오아나폴리핏제리아,39,2,37.395765483,126.6509695409,인천광역시 연수구 컨벤시아대로 69 송도 밀레니엄,
10461,1970054,연백호,39,2,37.6405157904,126.3918447733,인천광역시 강화군 화도면 해안남로2903번길 56,
10504,404042,월매집,39,2,37.5437332662,126.7439152785,인천광역시 계양구 용마루1길 19,
10511,2878172,유진면옥,39,2,37.6559312925,126.4278993759,인천광역시 강화군 강화남로 606-1,
10535,1976356,인천집,39,2,37.4755308252,126.6287721323,인천광역시 중구 우현로67번길 53,
10547,2907423,장독집 청량산단상,39,2,37.4148300932,126.6598570922,인천광역시 연수구 청량로46번길 30,
10549,2768097,장수가든,39,2,37.4640509798,126.7506030066,인천광역시 남동구 수현로14번길 13-7,(장수동)
10612,855429,충남서산집,39,2,37.7047138468,126.3910569527,인천광역시 강화군 중앙로 1200 충남서산집,
10626,2875939,카페라르고빌,39,2,37.6409018417,126.3909948401,인천광역시 강화군 해안남로2845번길 27 라르고빌리조트,
10648,855691,토가,39,2,37.6084977491,126.4175210862,인천광역시 강화군 화도면 해안남로 1912,
10670,2877962,핀오크,39,2,37.6175732288,126.5050683771,인천광역시 강화군 장흥로 185-9,
10672,2782208,하늘가든하늘장,39,2,37.2577646988,126.4848134719,인천광역시 옹진군 영흥면 영흥로251번길 24,
10679,2876026,한나네,39,2,37.6008527952,126.49599745,인천광역시 강화군 해안남로 628 한나네,
10694,2769504,해송쌈밥,39,2,37.4427672641,126.430452253,인천광역시 중구 공항서로 177,(남북동)
10703,2843944,호가화,39,2,37.5368239604,126.6436385145,인천광역시 서구 청라커낼로319번길 3-14,
10707,2832597,화양계곡민물매운탕,39,2,37.4590608077,126.6452599733,인천광역시 미추홀구 장천로 5-8,
10710,2768147,황성얼큰오징어찌개,39,2,37.4522613835,126.6330696077,인천광역시 미추홀구 아암대로107번길 13,(용현동)
10720,2891629,희소식,39,2,37.714300191,126.4679301953,인천광역시 강화군 중앙로413번길 6 희소식,
10727,2837169,C27 다운타운,39,2,37.4279548962,126.4189259344,인천광역시 중구 마시란로 63,
